100000	0.9	Ebola	0.25	10
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a2aa2b0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109f01240>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1094ad128>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109e2df98>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1099502b0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109fa6208>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a3f4320>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109eefc18>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109dcd4a8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a071cc0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109c4e0b8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109f9a390>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109900ac8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a3f77b8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a26f4e0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a1be588>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109f671d0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1099f80b8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10983a2e8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109c3c9b0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109ae2d68>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1096a87f0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109b6d828>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a3c4eb8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109db8320>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10934eb38>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109e78f98>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109339e80>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1093ede80>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109c584e0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1093b7be0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109c4e780>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109b874a8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109507320>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109d2a550>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1092e5208>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1095e1ac8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109f82cf8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1097b3e48>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109d84f98>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109ae0f28>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109a5f780>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109c30eb8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109243588>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109526710>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a0d3278>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x10a1ee7b8>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1094fe898>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1092a08d0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1093b7710>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109ae2390>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1093d62b0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1099720f0>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x109feaf98>	False	True	None
<person.Person object at 0x1098e5198>	<person.Person object at 0x1094ef908>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1094ec128>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109d726d8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1096c6550>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a272198>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1097d12b0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1096a2550>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1094b9dd8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a391748>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a27eba8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1097fb208>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109f31320>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109526240>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1095e74a8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109e47898>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109ed1fd0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109f762e8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1097da320>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a2ae908>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1093ca908>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109dbb080>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109e29668>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109e004e0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a3ca9e8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109522d68>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a0f45c0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109b7b908>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10984fdd8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109fa37f0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a281cc0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a185da0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10983a588>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1096d8fd0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109795eb8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10928b4e0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109fea160>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109a8c7b8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1097efc18>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109cdc668>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a0e1b70>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10991e780>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109399b38>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109358b38>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109af3eb8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1092c1400>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a1901d0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10973b2e8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109d37f28>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109cdca20>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1091f5e48>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109822400>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109255da0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a0b6cf8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10960ee80>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109a41a20>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a0235c0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10921fc88>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109e59978>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109216f98>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109d72320>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a117cf8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109c278d0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109918908>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109a354a8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109786b70>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a07df60>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109550d30>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a2964a8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109504d30>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a07d668>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1095f6518>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109b1aa90>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a1a3cf8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109df40f0>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109ab6cf8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109d7bb00>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1099810b8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a2a12e8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a262c50>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a29f048>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10960e4a8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109b72518>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10a0d0c18>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109e63e10>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109253ac8>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10945ae80>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x109756080>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x10997ee48>	False	True	None
<person.Person object at 0x1098f74e0>	<person.Person object at 0x1098f7f28>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1093f4eb8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1092f17f0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a106a58>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10979e438>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1093df198>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a39c048>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109758550>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10921d2e8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10951f2e8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109bf05f8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a0f6fd0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x108ea9940>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109beb2b0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a21ee48>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109758588>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a50ca90>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109c54748>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109d304e0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109bd8240>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109f640b8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1096e1780>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10965dc50>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a1ac4a8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x108eb27f0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109ae2f28>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109933c88>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1096ba1d0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a299b38>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109da39b0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109e50710>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109ae0240>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1099e6c88>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1092fa588>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1097f59e8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109605898>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109d2e160>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109b0fe48>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109b84f60>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a3dfd30>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109c580b8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1099816d8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109d87438>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109d3c358>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109443e80>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a20c2b0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1098fa860>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1094b9400>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10949e710>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a4faef0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109372748>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109fc7470>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1091fff60>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109f283c8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1096b1f98>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109939c18>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1096b4ba8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109aa7898>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109ee33c8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1098bd588>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1095435c0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1093514e0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1095c66a0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109a2fdd8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109c2ebe0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10920ddd8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109d90dd8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109f37a90>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109a97668>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1096d5828>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10993bac8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a1c7ef0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1095d8160>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109e00b70>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109304ef0>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109741978>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a053e10>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10973b320>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1093c6c18>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a3a8198>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a0e52e8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10945e3c8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109552400>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109a5b358>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a218e48>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109909898>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x109526a20>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x10a0413c8>	False	True	None
<person.Person object at 0x109903d68>	<person.Person object at 0x1092c7ac8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109d82710>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109ae6f60>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1095bb588>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1094a41d0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109e78940>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a185f98>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109501eb8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1096eaa58>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a511278>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a12a240>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109e96a58>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1092f8240>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109ecee80>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109a4af60>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109a4a358>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109fe1390>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a206588>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1093067f0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10993b2e8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109bcf588>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109e390f0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109363ef0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1099870f0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a089550>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109ab6860>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1095526d8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109b820b8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109351ac8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109443dd8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109dd02b0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109e8f438>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109bdf5c0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109846208>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109b1a0f0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109e921d0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109741eb8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109cfb400>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a0f6160>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1095d80b8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1097955c0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109897a90>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109e12940>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109ce8710>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109903cc0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10942ea20>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1098f7860>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a1d6ac8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1092d6438>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1097b0b70>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109d1eba8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109ca7ac8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1095e17f0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109343b00>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109b82d30>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1098b5ba8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a3d2940>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a28a6d8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109c02e48>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1093d6b70>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109ae2b00>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109b7f0f0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a13cac8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a3df748>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1098cd470>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109b9cd68>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a2aa128>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109345e80>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a135dd8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109c30668>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1095f05c0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a29fe48>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a236c18>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1096f6f98>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a1455f8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1099e8cc0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109b24f98>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109a443c8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109d5d0f0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a0b3e80>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a21b978>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1099c6588>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109969e48>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a3d2fd0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a2ae438>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a516470>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109758278>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109f5efd0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10a0c56d8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x10970e9e8>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x1095e74e0>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109d87470>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109a95c18>	False	True	None
<person.Person object at 0x1099092e8>	<person.Person object at 0x109c09240>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x109735390>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10977abe0>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10984f828>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x1094b3518>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a130d30>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x109eeaa58>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a2a1d68>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x1097aa6a0>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x1096ea908>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a08f2e8>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10994b470>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x109cb9320>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a28a5f8>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x109b0fda0>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x1099096d8>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x109d93be0>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a100358>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a405f60>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a39cb00>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x109f7feb8>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a227710>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10a109a90>	False	True	None
<person.Person object at 0x10990f908>	<person.Person object at 0x10944c358>	False	True	None
